VENDOR NAME,EXPENSE CATEGORY,PAYMENT AMOUNT,PAYMENT DATE
MARK T NOLDEN MD,ADMINISTRATION & HR,750.00,1/27/2022
"OCCUPATIONAL TRAINING & SUPPLY, INC.",TRAVEL & MEETING EXPENSE,215.00,3/10/2022
CONTINENTAL LANGUAGES LLC,CONTRACTUAL SERVICES,320.00,6/30/2022
89TH ST PROPERTIES LLC,FACILITY RENTAL,27968.92,4/26/2022
ROYAL REPORTING SERVICES,LEGAL COSTS,158.00,6/16/2022
JASCULCA TERMAN STRATEGIC COMMUNICATIONS,CONTRACTUAL SERVICES,187.50,3/10/2022
Konecranes,MAINTENANCE & REPAIRS,5985.52,3/1/2022
"*MULTILINGUAL CONNECTIONS, LLC",CONTRACTUAL SERVICES,432.00,5/19/2022
CITY OF CHICAGO-DEPT OF WATER,UTILITIES EXPENSE,30854.82,6/30/2022
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,40.00,1/27/2022
CITY OF CHICAGO-DEPT OF WATER,UTILITIES EXPENSE,17191.39,9/15/2022
"MIDWEST TIME RECORDER, INC.",MAINTENANCE & REPAIRS,145.00,5/5/2022
"HERITAGE-CRYSTAL CLEAN, LLC",DIRECT PURCHASES,1920.00,4/19/2022
XEROX CORPORATION /XEROX CTR,MAINTENANCE & REPAIRS,3544.81,3/17/2022
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50.00,3/24/2022
"JONES LANG LaSALLE, INCORPORATED",CONSULTING,42639.23,5/26/2022
TOWN OF CICERO,UTILITIES EXPENSE,470.49,2/24/2022
PEOPLES GAS,UTILITIES EXPENSE,42404.76,3/3/2022
CUMMINS INC.,MAINTENANCE & REPAIRS,763.50,3/31/2022
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,248.94,3/3/2022
POINT OF DIFFERENCE STRATEGIES,CONTRACTUAL SERVICES,12000.00,8/11/2022
ILLINOIS CPA SOCIETY,GENERAL EXPENSES,360.00,9/15/2022
UNIVERSITY OF ILLINOIS (UIC),CONTRACTUAL SERVICES,1000.00,3/3/2022
"SAFETY KLEEN SYSTEMS, INC.",MAINTENANCE & REPAIRS,8029.78,8/30/2022
SERVICE SANITATION INC,MAINTENANCE & REPAIRS,21606.00,2/1/2022
CINTAS CORPORATION,DIRECT PURCHASES,286.62,1/18/2022
"WISCO, INC.",MAINTENANCE & REPAIRS,745.20,2/3/2022
"JACK'S, INC.",DIRECT PURCHASES,1971.89,3/8/2022
IT Supplies,ADVERTISING & PROMOTION,5550.00,4/14/2022
SAFETY VISION LLC,FINANCIAL & TREAS SVCS,79485.75,4/5/2022
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,95424.94,5/12/2022
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,10347.33,5/24/2022
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,25548.20,6/9/2022
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,895377.57,6/16/2022
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,36114.01,8/11/2022
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,785391.76,9/1/2022
CLERK OF THE CIRCUIT COURT OF COOK COUNTY,LEGAL COSTS,12226.25,7/21/2022
MR. B'S INC. - d/b/a BIAGIO'S SUPAROSSA,DIRECT PURCHASES,10488.64,2/1/2022
"ALLIED WASTE TRANSPORTATION, INC. d/b/a REPUBLIC SERVICES OF CHICAGO",MAINTENANCE & REPAIRS,97720.54,1/5/2022
"WISCO, INC.",DIRECT PURCHASES,1347.36,2/3/2022
"Atalian US Midwest, LLC",MAINTENANCE & REPAIRS,53007.84,5/12/2022
"*ANDERSON & SHAH ROOFING, INC.",MAINTENANCE & REPAIRS,967.39,9/20/2022
"LUMINATOR TECHNOLOGY GROUP, INC.",FINANCIAL & TREAS SVCS,77915.64,9/8/2022
STENSTROM PROTANIC LLC.,MAINTENANCE & REPAIRS,11444.27,2/3/2022
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,40600.40,3/17/2022
"THE MCS GROUP, INC.",ADMINISTRATION & HR,2006.55,9/22/2022
"WISCO, INC.",DIRECT PURCHASES,568.02,2/10/2022
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,4571.07,3/15/2022
CITY OF CHICAGO DEPT.OF REVENUE-RED LIGHT,GENERAL EXPENSES,345.00,3/24/2022
PNC BANK,TRAVEL & MEETING EXPENSE,3144.84,4/15/2022
CDW GOVERNMENT LLC,TRAVEL & MEETING EXPENSE,522.19,4/12/2022
"COMET MESSENGER SERVICE, INC.",CONTRACTUAL SERVICES,620.66,3/10/2022
"BOXWOOD TECHNOLOGY, INC.",ADVERTISING & PROMOTION,600.00,2/17/2022
"STANTON MECHANICAL, INC.",MAINTENANCE & REPAIRS,76530.14,5/12/2022
SAFETY VISION LLC,FINANCIAL & TREAS SVCS,26496.25,2/3/2022
"MOBILE MINI, INC",EQUIPMENT RENTAL,1815.00,3/3/2022
"WEST PUBLISHING CORPORATION d/b/a THOMSON WEST, WEST GROUP OR WEST",FINANCIAL & TREAS SVCS,8588.24,4/28/2022
"JONES LANG LaSALLE, INCORPORATED",CONSULTING,42763.79,7/28/2022
MEDIAAGILITY INC,TECHNOLOGY SERVICES,2834.42,7/7/2022
TOMPKINS PRINTING EQUIPMENT CO.,MAINTENANCE & REPAIRS,866.23,1/19/2022
PNC BANK,MAINTENANCE & REPAIRS,322.02,7/18/2022
*SOUTH SUBURBAN PEST CONTROL,MAINTENANCE & REPAIRS,4540.90,3/15/2022
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,3380.00,5/3/2022
UNITEC PARTS CO.,DIRECT PURCHASES,3082.86,7/21/2022
RELIABLE FIRE EQUIPMENT CO,MAINTENANCE & REPAIRS,16643.71,5/11/2022
"HERITAGE-CRYSTAL CLEAN, LLC",DIRECT PURCHASES,7154.50,7/19/2022
"ORACLE AMERICA, INC.",MAINTENANCE & REPAIRS,45900.00,1/25/2022
"VULCAN CONSTRUCTION MATERIALS, LLC",DIRECT PURCHASES,7090.47,3/29/2022
"CROWE, LLP",FINANCIAL & TREAS SVCS,25000.00,3/10/2022
"108 NORTH STATE ST. (CHICAGO) OWNER,LLC",FACILITY RENTAL,28800.00,1/13/2022
GENUINE PARTS COMPANY (NAPA),TECHNOLOGY SERVICES,5880.55,8/16/2022
GENUINE PARTS COMPANY (NAPA),CONSULTING,149054.00,2/8/2022
"HITACHI RAIL STS USA, INC.",DIRECT PURCHASES,263.00,9/22/2022
CITY OF CHICAGO-DEPT OF WATER,UTILITIES EXPENSE,3029.78,9/22/2022
AMERICAN INSURANCE SERVICES GROUP,CONTRACTUAL SERVICES,135.60,3/24/2022
TALX CORPORATION,CONTRACTUAL SERVICES,150.00,8/4/2022
CUMMINS INC.,MAINTENANCE & REPAIRS,610.80,8/25/2022
JOHNSON CONTROLS FIRE PROTECTION LP,MAINTENANCE & REPAIRS,13124.73,2/24/2022
CARE MANAGEMENT CONSULTANTS INC,ADMINISTRATION & HR,5212.50,6/16/2022
PACER SERVICE CENTER,GENERAL EXPENSES,312.00,7/21/2022
"GMI, LLC",MAINTENANCE & REPAIRS,7995.00,1/19/2022
TOWN OF CICERO,UTILITIES EXPENSE,732.38,6/9/2022
SCHINDLER ELEVATOR CORP.,DIRECT PURCHASES,7021.50,5/5/2022
CHICAGO TRIBUNE CO.,ADVERTISING & PROMOTION,778.79,9/29/2022
TOMPKINS PRINTING EQUIPMENT CO.,MAINTENANCE & REPAIRS,651.44,6/22/2022
HAPPY HANDS CLEANING SERVICE LLC,MAINTENANCE & REPAIRS,1666.67,5/3/2022
"MIDWEST TIME RECORDER, INC.",MAINTENANCE & REPAIRS,540.00,3/10/2022
"ALSTOM TRANSPORTATION, INC.",MAINTENANCE & REPAIRS,700.00,1/10/2022
JOHNSON CONTROLS FIRE PROTECTION LP,MAINTENANCE & REPAIRS,4620.40,5/12/2022
VILLAGE OF WILMETTE (R),UTILITIES EXPENSE,4050.39,8/18/2022
Carahsoft Technology Corporation,ADVERTISING & PROMOTION,14533.79,5/17/2022
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,40.00,1/27/2022
"AMERESCO, INC.",CONSULTING,14730.00,6/30/2022
LEAH WARGOLET,ADMINISTRATION & HR,125.00,7/14/2022
VILLAGE OF SKOKIE.,UTILITIES EXPENSE,12867.31,4/7/2022
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,928966.69,5/12/2022
"*ATLAS & ASSOCIATES, INC.",MAINTENANCE & REPAIRS,5763.57,6/23/2022
"*ALLPOINTS SECURITY AND DETECTIVE, INC.",PURCHASE OF SECURITY SERVICES,27669.37,7/21/2022
"JONES ENVIRONMENTAL CONTROL, INC.",MAINTENANCE & REPAIRS,915.00,6/30/2022
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,92007.77,1/13/2022
"Atalian US Midwest, LLC",MAINTENANCE & REPAIRS,47118.08,4/21/2022
"MARCO SUPPLY CO., INC.",DIRECT PURCHASES,18355.29,7/14/2022
"Atalian US Midwest, LLC",MAINTENANCE & REPAIRS,47118.08,8/18/2022
CINTAS CORPORATION,CONTRACTUAL SERVICES,6802.45,1/18/2022
CINTAS CORPORATION,CONTRACTUAL SERVICES,40454.06,5/10/2022
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,1395.24,2/1/2022
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,8812.47,1/25/2022
MURRAY & TRETTEL INC,GENERAL EXPENSES,832.50,2/17/2022
G & O THERMAL SUPPLY COMPANY,DIRECT PURCHASES,1507.06,1/19/2022
VILLAGE OF RIVER GROVE,UTILITIES EXPENSE,49.72,6/30/2022
MAGNA LEGAL SERVICES,LEGAL COSTS,1289.30,1/13/2022
PNC BANK,TRAVEL & MEETING EXPENSE,2803.45,7/18/2022
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,27679.00,2/22/2022
FOX VALLEY FIRE & SAFETY COMPANY,MAINTENANCE & REPAIRS,2147.50,2/24/2022
"RADICOM, INC.",MAINTENANCE & REPAIRS,16000.00,4/19/2022
G.A.G. INDUSTRIES CORP.,MAINTENANCE & REPAIRS,59237.67,6/30/2022
"ARAMARK UNIFORM SERVICES, INC.",GENERAL EXPENSES,19.20,4/12/2022
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,976.80,6/30/2022
LARSON SYSTEMS INC,DIRECT PURCHASES,2500.00,2/22/2022
"*BOYE JANITORIAL SERVICE, INC.",MAINTENANCE & REPAIRS,18375.00,3/10/2022
"*ANDERSON & SHAH ROOFING, INC.",MAINTENANCE & REPAIRS,7600.00,4/5/2022
NORTHERN ILLINOIS GAS,UTILITIES EXPENSE,10262.05,4/28/2022
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,3219.87,9/15/2022
LESTER & ROSALIE ANIXTER CENTER,GENERAL EXPENSES,1776.00,8/4/2022
COMTO NATIONAL HEADQUARTERS,GENERAL EXPENSES,125.00,2/17/2022
LAKE COUNTY CLERK,LEGAL COSTS,60.00,2/10/2022
LAURA RENKE,LEGAL COSTS,211.75,5/26/2022
CLAREMONT LLC,CONTRACTUAL SERVICES,2173.75,5/12/2022
AMERICAN CONTRACT COMPLIANCE ASSOC.,TRAVEL & MEETING EXPENSE,875.00,7/26/2022
TALENTCLICK WORKFORCE SOLUTIONS INC.,CONTRACTUAL SERVICES,89000.00,6/2/2022
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,788.50,8/11/2022
PNC BANK,UTILITIES EXPENSE,263.64,8/16/2022
PEOPLES GAS,UTILITIES EXPENSE,11737.76,9/22/2022
CITY  OF HOMETOWN,GENERAL EXPENSES,100.00,7/14/2022
SDI PRESENCE LLC,TECHNOLOGY SERVICES,306579.00,1/27/2022
MP2 ENERGY NE LLC,UTILITIES EXPENSE,402407.38,3/29/2022
CDW GOVERNMENT LLC,DIRECT PURCHASES,26640.52,1/25/2022
"*ANCHOR STAFFING, INC.",GENERAL EXPENSES,1259.70,3/31/2022
UNITEC PARTS CO.,DIRECT PURCHASES,1072.32,3/31/2022
"VERITEXT, LLC",LEGAL COSTS,1214.17,6/16/2022
"WISCO, INC.",DIRECT PURCHASES,194.90,6/23/2022
"*ANCHOR STAFFING, INC.",TECHNOLOGY SERVICES,1211.36,3/10/2022
"COMET MESSENGER SERVICE, INC.",CONTRACTUAL SERVICES,202.25,3/31/2022
VILLAGE OF SKOKIE.,UTILITIES EXPENSE,384.92,3/10/2022
"RI-DEL MFG, INC",DIRECT PURCHASES,7815.28,9/15/2022
ESQUIRE DEPOSITION SOLUTIONS,LEGAL COSTS,301.30,7/21/2022
CUMMINS INC.,MAINTENANCE & REPAIRS,610.80,9/29/2022
"SB FRIEDMAN DEVELOPMENT ADVISORS, LLC",GENERAL EXPENSES,16962.75,1/18/2022
IEEE OPERATIONS CENTER,GENERAL EXPENSES,264.00,1/13/2022
"COMET MESSENGER SERVICE, INC.",CONTRACTUAL SERVICES,424.70,3/17/2022
STENSTROM PROTANIC LLC.,MAINTENANCE & REPAIRS,750.00,3/10/2022
"ALSTOM TRANSPORTATION, INC.",MAINTENANCE & REPAIRS,350.00,6/2/2022
"*FIRECO, INC.",DIRECT PURCHASES,3421.00,4/21/2022
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,440130.53,2/1/2022
CHARLES EQUIPMENT ENERGY SYSTEMS LLC,MAINTENANCE & REPAIRS,1932.50,2/17/2022
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,43075.05,5/31/2022
"SAFETY KLEEN SYSTEMS, INC.",MAINTENANCE & REPAIRS,6578.01,5/5/2022
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,180099.89,3/29/2022
"T-MOBILE USA, INC.",UTILITIES EXPENSE,113138.45,4/5/2022
PEOPLES GAS,UTILITIES EXPENSE,15312.15,9/29/2022
SERVICE SANITATION INC,MAINTENANCE & REPAIRS,22484.86,8/30/2022
"LUMINATOR TECHNOLOGY GROUP, INC.",FINANCIAL & TREAS SVCS,98955.64,2/10/2022
"*MACK CONSTRUCTION SERVICES, LLC",MAINTENANCE & REPAIRS,89351.73,9/15/2022
"AT&T MOBILITY NATIONAL ACCOUNTS, LLC",UTILITIES EXPENSE,125631.63,1/13/2022
"*MACK CONSTRUCTION SERVICES, LLC",MAINTENANCE & REPAIRS,55992.76,1/13/2022
"AUTOMATIC FIRE CONTROLS, INC.",MAINTENANCE & REPAIRS,4294.00,9/29/2022
NATIONAL FIRE PROTECTION ASSOC.,GENERAL EXPENSES,1345.50,3/10/2022
"WISCO, INC.",MAINTENANCE & REPAIRS,236.76,3/3/2022
XEROX CORPORATION /XEROX CTR,MAINTENANCE & REPAIRS,3249.41,3/17/2022
"H-O-H-WATER TECHNOLOGY, INC.",DIRECT PURCHASES,259.63,8/31/2022
"CROWE, LLP",FINANCIAL & TREAS SVCS,25000.00,6/30/2022
TAFT STETTINIUS & HOLLISTER LLP,LEGAL COSTS,67524.00,9/29/2022
"LUMINATOR TECHNOLOGY GROUP, INC.",FINANCIAL & TREAS SVCS,82589.64,8/23/2022
ZUBER LAWLER LLP,LEGAL COSTS,2717.02,1/27/2022
PNC BANK,UTILITIES EXPENSE,264.72,9/15/2022
"QUANTUM CROSSINGS, LLC",FINANCIAL & TREAS SVCS,165958.71,1/27/2022
CIOX HEALTH,ADMINISTRATION & HR,202.30,5/19/2022
*SOUTH SUBURBAN PEST CONTROL,MAINTENANCE & REPAIRS,8327.00,6/16/2022
"ZIPCAR, INC.",EQUIPMENT RENTAL,348.32,1/25/2022
SERVICE SANITATION INC,MAINTENANCE & REPAIRS,188.00,5/19/2022
"COMET MESSENGER SERVICE, INC.",CONTRACTUAL SERVICES,846.73,2/17/2022
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,80.00,9/29/2022
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,1194.25,9/29/2022
AN EXECUTIVE DECISION,GENERAL EXPENSES,9489.39,7/7/2022
TAFT STETTINIUS & HOLLISTER LLP,LEGAL COSTS,728.00,5/5/2022
"MOBILE MINI, INC",EQUIPMENT RENTAL,990.00,1/6/2022
AMALGAMATED BANK OF CHICAGO.,FINANCIAL & TREAS SVCS,5000.00,6/16/2022
VTECH SOLUTION INC,TECHNOLOGY SERVICES,1828.50,4/7/2022
"INTER-CON SECURITY SYSTEMS, INC",PURCHASE OF SECURITY SERVICES,95977.55,7/21/2022
Terrence J Schaffner,CONTRACTUAL SERVICES,9000.00,6/23/2022
VTECH SOLUTION INC,GENERAL EXPENSES,5450.28,9/1/2022
NADER DAHDALEH,ADMINISTRATION & HR,1000.00,8/18/2022
"MYERS SERVICE, INC.",LEGAL COSTS,142.00,5/26/2022
"*ABC HUMANE WILDLIFE CONTROL & PREVENTION, INC.",MAINTENANCE & REPAIRS,525.00,7/21/2022
PEOPLES GAS,UTILITIES EXPENSE,4138.48,1/13/2022
US BANK,FINANCIAL & TREAS SVCS,5000.00,4/4/2022
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,50.00,9/29/2022
CMM Calibration And Services,DIRECT PURCHASES,101.20,7/7/2022
NORTH AMERICAN TRANSIT SERVICES ASSOCIATION,GENERAL EXPENSES,13000.00,3/10/2022
AMALGAMATED BANK OF CHICAGO.,FINANCIAL & TREAS SVCS,5000.00,9/15/2022
"*ANCHOR STAFFING, INC.",GENERAL EXPENSES,1717.41,4/14/2022
HOLLAND & KNIGHT LLP,LEGAL COSTS,12567.00,3/24/2022
ZUBER LAWLER LLP,LEGAL COSTS,2200.50,4/19/2022
CK REPORTING,LEGAL COSTS,154.85,1/6/2022
"THE MCS GROUP, INC.",ADMINISTRATION & HR,2662.20,5/26/2022
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,19695.00,6/21/2022
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,30269.58,7/7/2022
"THE MCS GROUP, INC.",ADMINISTRATION & HR,4803.93,9/8/2022
"*ALLPOINTS SECURITY AND DETECTIVE, INC.",PURCHASE OF SECURITY SERVICES,22489.11,2/17/2022
CUMMINS INC.,MAINTENANCE & REPAIRS,900.93,5/5/2022
"JONES LANG LaSALLE, INCORPORATED",MAINTENANCE & REPAIRS,7490.70,5/17/2022
UNITEC PARTS CO.,DIRECT PURCHASES,2762.77,9/29/2022
MEDIAAGILITY INC,TECHNOLOGY SERVICES,2368.43,1/20/2022
"COMET MESSENGER SERVICE, INC.",GENERAL EXPENSES,106.09,8/4/2022
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,827.10,4/28/2022
BLAZEN ILLUMINATIONS LLC,CONTRACTUAL SERVICES,2000.00,9/20/2022
TOMPKINS PRINTING EQUIPMENT CO.,MAINTENANCE & REPAIRS,2307.98,8/10/2022
"INTER-CON SECURITY SYSTEMS, INC",PURCHASE OF SECURITY SERVICES,290059.28,8/30/2022
AMERICAN TOWERS LLC,EQUIPMENT RENTAL,9533.64,7/7/2022
"*DIGBY'S DETECTIVE & SECURITY AGENCY, INC.",PURCHASE OF SECURITY SERVICES,881303.56,7/14/2022
PNC BANK,EQUIPMENT RENTAL,200.00,5/12/2022
"U.S. LEGAL SUPPORT, INCORPORATED",ADMINISTRATION & HR,62.50,5/26/2022
STEVEN M BIERIG,LEGAL COSTS,850.00,3/24/2022
TRISTAN & CERVANTES LLC,LEGAL COSTS,3152.50,3/22/2022
ILLINOIS NOTARY DISCOUNT BONDING,GENERAL EXPENSES,97.95,2/3/2022
"ORACLE AMERICA, INC.",TECHNOLOGY SERVICES,74894.95,6/30/2022
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,60.00,8/18/2022
RUSSELL R. ROGERS,CONTRACTUAL SERVICES,11250.00,1/27/2022
MAGNA LEGAL SERVICES,LEGAL COSTS,202.00,2/10/2022
"*DIGBY'S DETECTIVE & SECURITY AGENCY, INC.",PURCHASE OF SECURITY SERVICES,537622.57,4/28/2022
TKG & ASSOCIATES L.L.C,CONSULTING,7500.00,7/13/2022
AURIGA CORPORATION,GENERAL EXPENSES,43522.64,6/23/2022
"SVANACO, INC.",TECHNOLOGY SERVICES,27975.00,2/8/2022
"U.S. LEGAL SUPPORT, INCORPORATED",LEGAL COSTS,62.50,4/7/2022
NIKKI HALE CONSULTING INC,CONTRACTUAL SERVICES,725.00,4/7/2022
"EMSL Analytical, Inc.",CONSULTING,39.15,8/11/2022
STENSTROM PROTANIC LLC.,MAINTENANCE & REPAIRS,2500.00,3/3/2022
PNC BANK,GENERAL EXPENSES,189.00,9/15/2022
"SPRINT SOLUTIONS, INC.",UTILITIES EXPENSE,330.74,7/19/2022
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50.00,5/19/2022
STEVEN A KODROS MD,ADMINISTRATION & HR,750.00,5/12/2022
"STANTON MECHANICAL, INC.",MAINTENANCE & REPAIRS,1712.00,4/21/2022
*CityEscape Garden & Design,MAINTENANCE & REPAIRS,698.27,6/30/2022
"*ANCHOR STAFFING, INC.",GENERAL EXPENSES,1875.97,9/22/2022
LAWANNA JOHNSON,LEGAL COSTS,75.00,3/31/2022
STENSTROM PROTANIC LLC.,MAINTENANCE & REPAIRS,200.00,2/24/2022
KONE SPARES,DIRECT PURCHASES,1684.24,7/7/2022
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,3042.00,9/22/2022
"ARAMARK UNIFORM SERVICES, INC.",GENERAL EXPENSES,1300.53,3/15/2022
CUMMINS INC.,MAINTENANCE & REPAIRS,824.58,7/14/2022
"COLONIAL OIL INDUSTRIES, INC.",DIRECT PURCHASES,15831.13,8/9/2022
"ARAMARK UNIFORM SERVICES, INC.",GENERAL EXPENSES,84.35,3/31/2022
"ZIPCAR, INC.",EQUIPMENT RENTAL,795.83,5/26/2022
PEOPLES GAS,UTILITIES EXPENSE,53574.19,8/30/2022
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,12851.13,3/1/2022
G & O THERMAL SUPPLY COMPANY,DIRECT PURCHASES,707.70,6/8/2022
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,14180.54,5/26/2022
LORCHEM TECHNOLOGIES INC,MAINTENANCE & REPAIRS,318.98,7/26/2022
"COLONIAL OIL INDUSTRIES, INC.",DIRECT PURCHASES,167619.57,5/26/2022
"CONSTELLATION NEW ENERGY GAS DIVISION, LLC",UTILITIES EXPENSE,217178.17,5/19/2022
CDM SMITH INC.,CONTRACTUAL SERVICES,49020.00,4/5/2022
"COLONIAL OIL INDUSTRIES, INC.",DIRECT PURCHASES,205481.90,3/22/2022
JOHNSON CONTROLS FIRE PROTECTION LP,MAINTENANCE & REPAIRS,5961.13,8/4/2022
STANDARD EQUIPMENT COMPANY,DIRECT PURCHASES,14369.14,1/6/2022
"Atalian US Midwest, LLC",MAINTENANCE & REPAIRS,47118.08,5/19/2022
JULES I CRYSTAL,LEGAL COSTS,412.50,6/23/2022
*WAN Tech Inc,CONTRACTUAL SERVICES,698.12,8/11/2022
TOMPKINS PRINTING EQUIPMENT CO.,MAINTENANCE & REPAIRS,669.65,3/9/2022
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,3274.45,7/5/2022
PNC BANK,GENERAL EXPENSES,189.00,1/18/2022
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,4730.44,4/19/2022
PACE SUBURBAN BUS SERVICE,DIRECT PURCHASES,2438.00,3/10/2022
MR. B'S INC. - d/b/a BIAGIO'S SUPAROSSA,DIRECT PURCHASES,15449.00,5/24/2022
"OER SERVICES, LLC",EQUIPMENT RENTAL,14498.11,9/29/2022
"*ANDERSON & SHAH ROOFING, INC.",MAINTENANCE & REPAIRS,12772.09,6/30/2022
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,2748.50,4/5/2022
ZUBER LAWLER LLP,LEGAL COSTS,3979.80,6/7/2022
"WISCO, INC.",MAINTENANCE & REPAIRS,1155.96,1/13/2022
"*ANCHOR STAFFING, INC.",GENERAL EXPENSES,2288.55,4/28/2022
MAGNA LEGAL SERVICES,LEGAL COSTS,1822.50,3/15/2022
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,150.00,5/17/2022
"J2 CLOUD SERVICES, LLC.",CONTRACTUAL SERVICES,30.32,4/28/2022
JAMES DWORKIN,LEGAL COSTS,375.00,5/19/2022
JOHNSON CONTROLS FIRE PROTECTION LP,MAINTENANCE & REPAIRS,2130.00,7/7/2022
"JONES LANG LaSALLE, INCORPORATED",MAINTENANCE & REPAIRS,279377.80,1/13/2022
"108 NORTH STATE ST. (CHICAGO) OWNER,LLC",FACILITY RENTAL,12296.26,7/21/2022
CDM SMITH INC.,CONTRACTUAL SERVICES,3275.00,9/20/2022
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50.00,7/14/2022
"AMERESCO, INC.",CONSULTING,14730.00,1/3/2022
"*ATLAS & ASSOCIATES, INC.",MAINTENANCE & REPAIRS,8557.68,3/3/2022
Arquitectos Inc,GENERAL EXPENSES,3500.00,2/24/2022
CIOX HEALTH,ADMINISTRATION & HR,20.00,5/19/2022
JOHNSON CONTROLS FIRE PROTECTION LP,MAINTENANCE & REPAIRS,3189.35,5/5/2022
COMPUTER AID INC,TECHNOLOGY SERVICES,22702.40,3/10/2022
SERVICE SANITATION INC,MAINTENANCE & REPAIRS,25.00,5/12/2022
DAVID R. GUELICH M.D,LEGAL COSTS,40.00,8/18/2022
CHICAGO TRIBUNE CO.,ADVERTISING & PROMOTION,294.61,3/31/2022
"WISCO, INC.",DIRECT PURCHASES,1846.05,3/10/2022
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,4440.28,3/10/2022
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,327332.95,5/10/2022
"GARDA CL GREAT LAKES, INC.",FINANCIAL & TREAS SVCS,63322.59,7/26/2022
COGENT Infotech Corporation,GENERAL EXPENSES,2560.00,8/25/2022
"U.S. LEGAL SUPPORT, INCORPORATED",LEGAL COSTS,1805.80,7/21/2022
"OCCUPATIONAL HEALTH CENTERS OF THE SOUTHWEST, PA. d/b/a CONCENTRA MEDICAL CENTERS",ADMINISTRATION & HR,51647.50,9/1/2022
"SAFETY KLEEN SYSTEMS, INC.",MAINTENANCE & REPAIRS,25634.19,3/8/2022
COMPUTER AID INC,TECHNOLOGY SERVICES,299182.49,8/25/2022
"ELEMENT MATERIALS TECHNOLOGY NEW BERLIN, INC.",DIRECT PURCHASES,3885.00,1/18/2022
"*GALAXY ENVIRONMENTAL, INC.",MAINTENANCE & REPAIRS,88105.51,4/19/2022
PNC BANK,TRAVEL & MEETING EXPENSE,5254.18,7/18/2022
CUMMINS INC.,MAINTENANCE & REPAIRS,916.20,1/19/2022
"*ATLAS & ASSOCIATES, INC.",MAINTENANCE & REPAIRS,9996.64,1/6/2022
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,783.00,3/3/2022
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,8252.00,3/24/2022
"GUARDIAN INDUSTRIAL SUPPLY, LLC",DIRECT PURCHASES,3984.85,5/12/2022
PNC BANK,ADVERTISING & PROMOTION,1615.96,7/18/2022
